,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
09B03,OSZ Wirtschaft und Sozialversicherung,Treptow-Köpenick,öffentlich,Oberstufenzentrum,Berufliches Gymnasium,12459,Helmholtzstr. 37,5389580,53895829,Oberschöneweide,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","S1 Englisch/Französisch, 2. Fremdsprache Latein, 2. Fremdsprache Russisch, 2. Fremdsprache Spanisch",Wirtschaft und Verwaltung,,Hr. Fronz,sekretariat@osz-wiso.de,http://www.osz-wiso.de,0,0,1,Sportanlagen; Cafeteria; Schulbibliothek; Freizeitraum,Schreibwerkstatt; Darstellendes Spiel; Volleyball; Basketball; Fußball  u.a.,"Partnerschule in Melun bei Paris (Frankreich); Partnerschule in Lillehammer (Norwegen); Partnerschule in Savona (Italien); Partnerschule in Heist-op-dem-Berg (Belgien); Hochschule für Technik und Wirtschaft Berlin (HTW); Projekt ""Schulen übernehmen Verantwortung"" der Stiftung Brandenburger Tor; COMENIUS-Schulpartnerschaften",,"Mittagessenversorgung, Kantine",Tel.: (030) 53 89 58 28; Teilnahme der Schüler der 12. Jahrgangsstufe am Planspiel der Hochschule für Technik und Wirtschaft (HTW) Berlin (ehemals FHTW); Teilnahme an COMENIUS-Schulpartnerschaften (Aktion im Rahmen des Sokrates-Programms der Europäischen Union),"in Kooperation mit 08K09, 08K12, 09K03, 09K04, 09K05, 09K06, 09K07, 09K08, 10K04, 10K06, 10K09","Biologie, Deutsch, Englisch, Mathematik, Wirtschaftswissenschaft/-lehre","Schülerfirma ""Recon Write AG""; Betriebsbesichtigungen",2013/14
09B03,OSZ Wirtschaft und Sozialversicherung,Treptow-Köpenick,öffentlich,Oberstufenzentrum,Berufsoberschule,12459,Helmholtzstr. 37,5389580,53895829,Oberschöneweide,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","Englisch, Französisch",Wirtschaft und Verwaltung,,Hr. Fronz,sekretariat@osz-wiso.de,http://www.osz-wiso.de,0,0,0,Sportanlagen; Cafeteria; Schulbibliothek; Freizeitraum,Schreibwerkstatt; Darstellendes Spiel; Volleyball; Basketball; Fußball  u.a.,"Partnerschule in Melun bei Paris (Frankreich); Partnerschule in Lillehammer (Norwegen); Partnerschule in Savona (Italien); Partnerschule in Heist-op-dem-Berg (Belgien); Hochschule für Technik und Wirtschaft Berlin (HTW); Projekt ""Schulen übernehmen Verantwortung"" der Stiftung Brandenburger Tor; COMENIUS-Schulpartnerschaften",,"Mittagessenversorgung, Kantine",Tel.: (030) 53 89 58 28; Teilnahme der Schüler der 12. Jahrgangsstufe am Planspiel der Hochschule für Technik und Wirtschaft (HTW) Berlin (ehemals FHTW); Teilnahme an COMENIUS-Schulpartnerschaften (Aktion im Rahmen des Sokrates-Programms der Europäischen Union),"in Kooperation mit 08K09, 08K12, 09K03, 09K04, 09K05, 09K06, 09K07, 09K08, 10K04, 10K06, 10K09",,Betriebsbesichtigungen,2013/14
09E01,Elop training engineering Berlin,Treptow-Köpenick,privat,Wirtschafts- und Verwaltungsschule,Wirtschafts- u. Verwaltungsschule,12489,Justus-Von-Liebig-Str. 7,6777000,677700300,Adlershof,,,Ergänzungsschule,,Hr. Bosse,f.bosse@be.elop.de,http://www.elop.de,0,0,0,,,,,,,,,,2013/14
09E05,Akademie Berlin Schmöckwitz,Treptow-Köpenick,privat,Wirtschafts- und Verwaltungsschule,Wirtschafts- u. Verwaltungsschule,12527,Wernsdorfer Str. 43,675030,67503220,Schmöckwitz,,,Ergänzungsschule,,Fr. Domröse,info@akademie-schmoeckwitz.de,http://www.akademie-schmoeckwitz.de,0,0,0,,,,,,,,,,2013/14
09E06,arts and stage academy,Treptow-Köpenick,privat,Künstlerische Schule,Künstlerische Schule,12489,Ernst-Augustin-Str. 1A,67044851,,Adlershof,,,Ergänzungsschule,,Hr. Schröder,,,0,0,0,,,,,,,,,,2013/14
09E07,Informationstechnik Internationale Schule Berlin,Treptow-Köpenick,privat,Sonstige Ergänzungsschule,Sonstige Ergänzungsschule,12555,Köpenicker Str. 325,65762018,65762018,Köpenick,,,Ergänzungsschule,,Hr. Wellnitz,info@itisBerlin.com,http://www.itisberlin.com,0,0,0,,,,,,,,,,2013/14
09G01,Bouché-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12435,Bouchestr. 5-10,5337745,5337476,Alt-Treptow,Parkplatz für Schwerbehinderte vorhanden,"1. Fremdsprache Englisch, 1. Fremdsprache Französisch","Ganztagsschule in offener Form, Schulstation",Offener Ganztagsbetrieb,Hr. Dr. Rosenkranz,bouche33@t-online.de,http://www.bouche-grundschule.cidsnet.de,0,0,0,Computerraum,Schach; Schülerzeitung; Arbeiten am Computer; Theater; Judo; Fußball; Handball für Mädchen; Bildende Kunst; English-Club; Chor,"Partnerschule in Izmir (Türkei); Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); Jugendkunst- und Begegnungszentrum "" Gérard Philipe ""; Musikschule Treptow-Köpenick ""Joseph-Schmidt-Musikschule""; StadtSchulbibliothek Treptow-Köpenick; Türkisches Generalkonsulat in Berlin; Computer Bildung Berlin; PSV Olympia Berlin e.V.; Berliner Turner Verein von 1850  e.V. (Handball); SV Treptow 46 e.V. (Fußball); Köpenicker Sport Club e.V.; Berliner Sportgemeinschaft Fernsehelektronik e.V. (Handball); Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH; Lange Tafel Berlin",,Mittagessenversorgung durch den Anbieter LUNA,"Ausbildung von Konfliktlotsen; Teilnahme an verschiedenen Projekten, u.a. ""Faustlos"" und ""Sokrates""",in Kooperation mit 09Y10,,,2013/14
09G03,Schule am Heidekampgraben (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12437,Hänselstr. 14,5328424,5328555,Baumschulenweg,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen",,Fr. Terrey,kontakt@heidekampgraben.de,http://www.grundschuleamheidekampgraben.de,0,0,0,,,,,,,,,,2013/14
09G04,Sonnenblumen-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12437,Radenzer Str. 16,5328413,5328174,Baumschulenweg,,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, Schulstation",Gebundener Ganztagsbetrieb,Hr. Hagelstange,sonnenblumen-grundschule@t-online.de,http://www.sonnenblumen-grundschule.de,0,0,0,Schulbibliothek; Computerraum mit 14 Arbeitsplätzen; Schulgarten; Schülerclub; Freizeithaus,,"Musikschule Treptow-Köpenick ""Joseph-Schmidt-Musikschule""; Musikschule ""Sebele"" (Gitarre, Keyboard);  Köpenicker Sport Club e.V.; PSV Olympia Berlin e.V.; Volkshochschule Treptow-Köpenick; Bürgerverein Baumschulenweg e.V.; Schutzhülle e.V. (Frauentreff für soziokulturelle Projekte); Deutsche Kinder- und Jugendstiftung (DKJS); Schüler-Experimentierlabor ""NatLab"" der Freien Universität Berlin; Freilandlabor Kaniswall; Theater an der Parkaue",,Mittagessenversorgung durch den Anbieter 3 Köche,,,,,2013/14
09G05,Schule am Ginkobaum (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12487,Springbornstr. 250,6363317,6363338,Johannisthal,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulstation",Offener Ganztagsbetrieb,Fr. Blei,ginkobaum_schule@t-online.de,http://www.g-am-ginkobaum.cidsnet.de,0,0,0,Computerraum; je zwei Computerarbeitsplätze in den Klassenzimmern; Lehrküche; KinderSchulbibliothek,Geräteturnen; Judo; Karate; Sportspiele und Bewegung; Volleyball; Jazzdance; Flöte; Schnitzen; Kleine Knobelspiele; Schach; Chor; Schulhausgestaltung; Hausaufgaben gemeinsam meistern,PSV Olympia Berlin e.V. (Turnen und Judo); Sportgemeinschaft Nummer Eins e.V.; Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); Jugendzentrum Johannisthal in der Winckelmannstraße; Polizeidirektion 6; Kita Melli-Beese-Haus vom FIPP e.V. in der Melli-Beese-Straße 30,,Mittagessenversorgung,Instrumentalunterricht,,,,2013/14
09G06,Melli-Beese-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12487,Engelhardstr. 18,6361390,6361390,Johannisthal,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen",Offener Ganztagsbetrieb,Hr. Hildebrandt,melli-beese-grundschule@t-online.de,http://www.melli-beese-g.cidsnet.de,0,0,0,Lehrküche; Computerraum; Computerarbeitsplätze in den Klassenzimmern,Gitarre; Keyboard; Schach; Zweifelderball; Fußball; Handball; Sport im Hort; Schach; Start in Englisch; Bildende Kunst; Musik; Computer-AG,"Kita ""Am Park"" in der Engelhardstraße 10; Kita ""Im Grünen"" in der Südostallee 214; Kita ""Karussell"" Sterndamm 41; Kita am Haselbusch 2; Polizeiabschnitt 65; Heimatmuseum Treptow-Köpenick; ProAB e.V.",,Mittagessenversorgung,,"in Kooperation mit 09K06, 09Y10",,,2013/14
09G07,Schule an der alten Feuerwache (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12439,Schnellerstr. 31,6361331,63104212,Niederschöneweide,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Weimann,Sekretariat09G07@t-online.de,http://G-anderaltenFeuerwache.de,0,0,0,,"Kinder-Kunstwerkstatt,;Keramik; Chor; Gitarrenunterricht; Fußball; Turnen; Handball",,,,,,,,2013/14
09G09,Heide-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12489,Florian-Geyer-Str. 87,67822789,67822794,Adlershof,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Maier,heidegrundschule-berlin@gmx.de,http://www.heideschule-berlin.de,0,0,0,,,,,,"JüL 1-2-3, SAPH 1/2, Integration, Begabungsförderung",,,,2013/14
09G10,Schule am Berg (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12524,Köpenicker Str. 31,6728350,67068424,Altglienicke,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulstation, theaterbetontes Profil",Offener Ganztagsbetrieb,Fr. Kirschner,grundschuleamberg@t-online.de,http://www.grundschule-am-berg.de,0,0,0,Schulbibliothek; zwei Computerräume,Chor; Englische Kinderliteratur; Badminton; Fußball; Volleyball; Theater; Karate; Keramik,"Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); Volkssport Gemeinschaft Altglienicke e.V.; Bürgerverein Altglienicke e.V.; Offensiv '91 e.V. in der Hasselwerderstraße (Verein für soziale und kulturelle Dienste); Musikschule ""Sebele""; Musikschule ""Tastenteufel""; Kita ""Krümelnest"" in der Tiburtiusstraße 14; Kita ""Spatzennest"" im Dammweg 155 - 157; Kita ""Vier Jahreszeiten"" in der Gustelstraße 20 E; Kita ""Zur Teutonenburg"" in der Teutonenstraße 54; Kita ""Kinder im Kiez"" in der Rudower Straße 45; Kita der Evangelischen Kirchengemeinde Altglienicke in der Köpenicker Straße 35",,Mittagessenversorgung durch den Anbieter Sodexo,,"in Kooperation mit 09K03, 09Y04",,,2013/14
09G11,Schule am Pegasuseck (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12524,Pegasuseck 5,6733032,61504611,Altglienicke,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, musikbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Sonderpäd. Kleinklassen gemäß § 4 SopädVO",Offener Ganztagsbetrieb,Hr. Feige,ga.pgasuseck.cids@t-online.de,http://pegasus.cidsnet.de/homepage,0,0,0,Schulbibliothek; Computerraum; jeweils ein Computerarbeitsplatz in den Klassenzimmern; separates Hortgebäude mit Computer,"Chor,Trommel-Ag, Computer-Club, Computer-AG, Handball, Fußball, Stepaerobic, Theater, Flöten, Spielen ohne Strom","Kita ""Kleiner Frechdachs"" in der Venusstraße 59; Kita ""Sonnenschein"" in der Uranusstraße 19-21; PSV Olympia Berlin e.V.; Volkssport Gemeinschaft (VSG) Altglienicke e.V.; Grünauer Ballspiel Club 1917 e.V.",,Mittagessenversorgung,"""Musikalische Grundschule"" , Schulsozialarbeiterin",,,,2013/14
09G13,Schule am Altglienicker Wasserturm (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12524,Sachsenstr. 22,6728913,61504272,Altglienicke,,1. Fremdsprache Englisch,"jahrgangsübergreifende Lerngruppen 3-4, 5-6, Lerngruppen für Lese-Rechtschreibschwierigkeiten, mathematisch-naturwissenschaftliches Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulen mit sonderpäd. Förderschwerpunkt",,N.N.,info@saawt.de,http://www.saawt.de,0,0,0,Computerraum; Lehrküche; Nähmaschinen; Holzwerkstatt; Keramikbrennofen; Schulgarten,"Schach, Theater, Fußball, Yoga, Flöte, Minitrampolin, Keramik, Bewegungsspiele, Holzwerkstatt, Kochen",,,Mittagessenversorgung,"Schwerpunkt ""Praktisches Lernen""",in Kooperation mit 09S05,,,2013/14
09G14,Schule am Buntzelberg (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12526,Schulzendorfer Str. 112,6763943,67197662,Bohnsdorf,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulstation",Offener Ganztagsbetrieb,Fr. Hopp,grundschule@buntzelberg.cidsnet.de,http://www.schule-am-buntzelberg.de,0,0,0,Computerraum; Modellierwerkstatt mit Brennofen,,"Freiwillige Feuerwehr Berlin-Bohnsdorf; BBSC Berlin Brandenburger Sportclub e.V. (Volleyball); Grünauer Ballspiel Club 1917 e.V. (Fußball); HORNBACH Baumarkt AG; Kita ""Kunterbunt"" in der Richterstraße 2a; Computer Bildung Berlin; Musikschule ""Tastenteufel""; Musik- und Kunstschule ""Sebele""",,Mittagessenversorgung durch den Anbieter Sodexo,,"in Kooperation mit 09K03, 09Y04",,,2013/14
09G15,Schule am Mohnweg (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12524,Mohnweg 20,6797490,67974922,Altglienicke,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Hochbegabtenförderung, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulstation, sportbetontes Profil",Offener Ganztagsbetrieb,Fr. Tlapák,grundschuleammohnweg@gmx.de,http://www.gsammohnweg.cidsnet.de,0,0,0,zwei Computerräume mit je 15 Computerarbeitsplätzen; ein bis zwei Computerarbeitsplätze in jedem Klassenzimmer; Einsatz von Laptops und mobilen Beamern; Wasserspielplatz auf dem Schulhof befindet sich im Aufbau,Judo (in Kooperation mit PSV Olympia Berlin e.V.); Fußball für Jungen und Mädchen (in Kooperation mit Köpenicker Sport Club e.V.); Leichtathletik; Geräteturnen; Ballspiele; Handball (in Kooperation mit VSG Altglienicke e.V.); Gitarre; Chor; Bautanz / Samba; Keramik; Computer; Junge Entdecker; Englisch (in Kooperation mit Oskar lernt Englisch GmbH); Französisch,"Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); PSV Olympia Berlin e.V. (Judo); Köpenicker Sport Club e.V. (Fußball); Volkssport Gemeinschaft (VSG) Altglienicke e.V. (Handball); Musikschule ""Tastenteufel""; Oskar lernt Englisch GmbH; Tastacomp (Tastaturschreiblehrgänge); Kita ""Krümelnest"" in der Tiburtiusstraße 14",,Mittagessenversorgung durch den Anbieter Detlef Giermann,,"in Kooperation mit 09K03, 09Y04",,,2013/14
09G16,Wendenschloß-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12557,Köpenzeile 123,6519703,6519702,Köpenick,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Köhler,wendenschloss-g.rektorat@t-online.de,http://www.wendenschloss-g.cidsnet.de,0,0,0,Schulbibliothek; Computerraum,Spaß an Bewegung und Musik; Handball; Hockey; Karate; Gitarrenunterricht; Keyboardunterricht; Computer,SV Empor Köpenick e.V. (Karate); Köpenicker Hockey Union e.V.; KSV AJAX NEPTUN BERLIN 1879 e.V. (Handball); Polizeiabschnitt 66,,Mittagessenversorgung,,in Kooperation mit 09Y11,,,2013/14
09G17,Uhlenhorst-Grundschule,Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12555,Wongrowitzer Steig 37,6504144,6504145,Köpenick,rollstuhlgerechtes WC,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Jentzsch,uhlenhorst-grundschule@t-online.de,http://www.uhlenhorst-grundschule.de,0,0,0,Schulbibliothek,"Tanz, Schach, Computer","Polizeidirektion 6, Abschnitt 66; Folkloretanzgruppe Berlin-Köpenick e.V.; Kunstfabrik Köpenick GmbH; Musikalisierungsmodell ""Jedem Kind ein Instrument""; Musikschule ""Fröhlich""; Musikschule Treptow-Köpenick ""Joseph-Schmidt-Musikschule""; Bürger für das Märchenviertel und den Elsengrund e. V.; SV Empor Berlin e.V.; Stadtorchester Köpenick",,Mittagessenversorgung durch den Anbieter Sodexo,Computereinsatz und jahrgangshomogene Klassen ab Saph; Milchversorgung,"in Kooperation mit 09K05, 09Y11",,,2013/14
09G18,Schule in der Köllnischen Vorstadt (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12557,Rudower Str. 201,64326715,64326798,Köpenick,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Hr. Burghoff,schulbuero.09G18@t-online.de,http://www.gs-kvstd.cidsnet.de,0,0,0,Computerraum,Computer; Tauchen; Naturwissenschaften; Kochen u.a.,Alte Möbelfabrik e.V. (Theater); Schlossplatztheater Alt-Köpenick; diverse Sportvereine (Handball; Fußball; Judo; Wassersport),,Mittagessenversorgung,,in Kooperation mit 09K08,,,2013/14
09G19,Amtsfeld-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12559,Pablo-Neruda-Str. 8,6540192,6540058,Köpenick,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen",Offener Ganztagsbetrieb,Fr. Schulz,amtsfeld-grundschule@t-online.de,http://www.amtsfeld-schule.de,0,0,0,Schülerclub,"Qi Gong, Schreibstube, Ballspiele, Kochen und Backen, Bildende Kunst, Spiele, Gitarre, Mathematik, Fußball, Streitschlichter, Leseratten, Darstellendes Spiel, Kinder in anderen Ländern, Geografie, Computer, Schulgarten, Chor, Sketche, Judo, Englisch, Basteln",,,,,,,,2013/14
09G20,Müggelheimer Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12559,Odernheimer Str. 28,6598590,6598266,Müggelheim,"rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Samper,mueggelheimer-grundschule@t-online.de,http://www.mueggelheimer-grundschule.cidsnet.de,0,0,0,Computerraum,"Fußball,Tanz, Keyboard, Tauchen","Kita ""Bienenhaus"" im Krampenburger Weg; Freizeit- und Erholungszentrum Wuhlheide (FEZ); Polizeiabschnitt 66; Freilandlabor Kaniswall (Naturschutzgebiet); Wirtschaftskreis Müggelheim e.V.",Besondere Förderangebote: Förderung von Kindern mit Lese-Rechtschreib-Schwäche und Dyskalkulie,Mittagessenversorgung,"Teilnahme am Projekt ""Grün macht Schule"" (Schulhofumgestaltung)","in Kooperation mit 09G25, 09Y11",,,2013/14
09G21,Edison-Grundschule,Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12459,Wattstr. 69-70,5350657,5351013,Oberschöneweide,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation",Offener Ganztagsbetrieb,Fr. Swjetik,edisongrundschule@t-online.de,http://www.edison-grundschule.de,0,0,0,Schulbibliothek; Computerraum; Töpferwerkstatt,,Kooperation mit Kitas in Oberschöneweide,,Mittagessenversorgung durch den Anbieter Sodexo,,in Kooperation mit 09K04,,,2013/14
09G22,Schule an der Wuhlheide (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12459,Kottmeierstr. 2,5350178,5351447,Oberschöneweide,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen",Gebundener Ganztagsbetrieb,Hr. Luhm,grundschule-wuhlheide@t-online.de,http://www.grundschule-an-der-wuhlheide.cidsnet.de,0,0,0,Aula; Schulbibliothek; Computerraum; Schulgarten,"Bläserklasse, Fußball, Holzwerkstatt, Schülerzeitung, Comenius, Chor, Sport, Judo, Basteln, Schulgarten","Freizeit- und Erholungszentrum Wuhlheide (FEZ); PSV Olympia Berlin e.V.; Musikschule Treptow-Köpenick ""Joseph-Schmidt-Musikschule""; Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH; Kiezklub ""KES"" in Oberschöneweide; ISA - Indische Solidaritätsaktion e.V.",,Mittagessenversorgung durch den Anbieter 3 Köche,"Angebote der Musikschule, Lesepaten","in Kooperation mit 09K04, 09Y11",,,2013/14
09G23,Hauptmann-von-Köpenick-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12555,Borgmannstr. 2,6571426,65017744,Köpenick,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Hr. Ziem,hvkschule@t-online.de,http://www.hvkschule.de,0,0,0,SchülerSchulbibliothek,Kunst; Gymnastik; Computer; Internet,,,,"Computereinsatz in allen Klassen, Unterricht in der Gartenarbeitsschule in den Kl. 5/6",,,,2013/14
09G24,Müggelsee-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12587,Aßmannstr. 63,6458806,6455478,Friedrichshagen,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Hr. Schreiber,info@mueggelsee-grundschule.de,http://www.mueggelsee-grundschule.de,0,0,0,"Computerraum mit 14 Computerarbeitsplätzen; Werkstatt für Holz-, Plastik- und Metallarbeiten",Theatergruppe; Computer-AG; Englisch-AG,Förderverein für Montessori-Pädagogik in Berlin-Friedrichshagen e.V.; Jugendclub in der Bölschestraße 65; Johannes-Bobrowski-Schulbibliothek,,Mittagessenversorgung,,in Kooperation mit 09Y06,,,2013/14
09G25,Müggelschlößchen-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12559,Alfred-Randt-Str. 56,6543102,6543124,Köpenick,zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe),Fremdsprache ab Klasse 1 Englisch,sportbetontes Profil,,Fr. Bohr,mueggelschloesschen-schule@t-online.de,http://www.ms-schule.de,0,0,0,Schulbibliothek; Computerraum; Whiteboards,Fußball; Leichtathletik; Karate; Volleyball; Judo; Bildende Kunst; Roboterprogrammierung; Spanisch,"Kita ""Rappelkiste"" in der Alfred-Randt-Straße; Köpenicker Sport Club e.V. (Volleyball; Fußball; Karate; Leichtathletik); BSG Berliner Feuerwehr e.V. (Judo); Rudergemeinschaft Rotation Berlin e.V. (Rudern); Musikschule ""Allegro e.V.""; StadtSchulbibliothek Köpenick",,Mittagessenversorgung durch den Anbieter Alex Menü,"Zusammenarbeit Schule-Verein: KSC Fußball, Karate, BSG Bln Feuerwehr Judo; Fußballprojekt Trep/Köp",in Kooperation mit 09Y11,,,2013/14
09G26,Schule an den Püttbergen (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12589,Fürstenwalder Allee 182,6489278,65017004,Rahnsdorf,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Salender,sekretariat@gsandenpuettbergen.cidsnet.de,http://www.puettbergen.cidsnet.de,0,0,0,Schulmuseum; Schulbibliothek,Chor; Künstl.Gestalten; Computer; Schach,,,,"JÜL 1-3, 60-Min.-Modell mit Englisch ab Kl.2 u.a., Unterricht nach Montessori",,,,2013/14
09G27,Friedrichshagener Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12587,Peter-Hille-Str. 7,6455411,6455395,Friedrichshagen,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Hochbegabtenförderung, Inklusiver Unterricht/Inklusive Erziehung, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatliche Europaschule Berlin Deutsch/Russisch",Offener Ganztagsbetrieb,Fr. Dunkel,friehagrund@t-online.de,http://www.friedrichshagener-grundschule.cidsnet.de,0,0,0,Computerraum mit Internetanschluss; zwei moderne Sporthallen; Keramikwerkstatt,"Fußball, Karate, Judo,Instrumentalunterricht, Chor, Tanz, Trommeln, Computer, Theater und Zirkus, Holzbearbeitung, Englisch","AWO-Kita ""Müggelzwerge"" in der Peter-Hille-Straße; Kita ""Zwergenland"" in der Peter-Hille-Straße; Johannes-Bobrowski-Schulbibliothek; Freilandlabor Kaniswall (Naturschutzgebiet); Polizeiabschnitt",,Mittagessenversorgung,Schulanfangsphase in jahrgangshomogen Klassen; Teilnahme am Programm BuddY e.V. (gefördert von der Vodafone-Stiftung),in Kooperation mit 09K05,,,2013/14
09G29,Schmöckwitzer Insel-Schule (Grundschule),Treptow-Köpenick,öffentlich,Grundschule,Grundschule,12527,Adlergestell 776,6758444,6758888,Schmöckwitz,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Sander,grundschule-schmoeckwitz@gmx.de,http://www.schmoeckwitzer-gs.cidsnet.de,0,0,0,,,,,,,,,,2013/14
