Schuljahr,bsn,Text,Personal_M,Personal_W
2012/13,11K04,Erzieher(innen),0,1
2012/13,11K04,Lehrkräfte,20,46
2012/13,11K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11K04,Studienreferendare und Lehramtsanwärter,3,6
2012/13,11K05,Erzieher(innen),0,2
2012/13,11K05,Lehrkräfte,12,43
2012/13,11K05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11K05,Studienreferendare und Lehramtsanwärter,4,7
2012/13,11K06,Lehrkräfte,5,19
2012/13,11K06,Studienreferendare und Lehramtsanwärter,3,2
2012/13,11K07,Lehrkräfte,4,25
2012/13,11K07,Studienreferendare und Lehramtsanwärter,1,3
2012/13,11K08,Lehrkräfte,8,27
2012/13,11K08,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11K09,Lehrkräfte,11,20
2012/13,11K09,Studienreferendare und Lehramtsanwärter,1,1
2012/13,11K10,Erzieher(innen),0,24
2012/13,11K10,Lehrkräfte,8,50
2012/13,11K10,Studienreferendare und Lehramtsanwärter,0,4
2012/13,11K11,Lehrkräfte,10,18
2012/13,11K11,Studienreferendare und Lehramtsanwärter,1,3
2012/13,11S01,Erzieher(innen),0,3
2012/13,11S01,Lehrkräfte,2,14
2012/13,11S01,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11S02,Erzieher(innen),0,3
2012/13,11S02,Lehrkräfte,2,22
2012/13,11S04,Erzieher(innen),0,7
2012/13,11S04,Lehrkräfte,4,24
2012/13,11S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,15
2012/13,11S04,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11S05,Erzieher(innen),0,2
2012/13,11S05,Lehrkräfte,6,16
2012/13,11S05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2012/13,11S05,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11S06,Erzieher(innen),0,16
2012/13,11S06,Lehrkräfte,1,23
2012/13,11S06,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11S07,Erzieher(innen),3,26
2012/13,11S07,Lehrkräfte,11,71
2012/13,11S07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,33
2012/13,11S07,Studienreferendare und Lehramtsanwärter,1,6
2012/13,11S08,Erzieher(innen),0,1
2012/13,11S08,Lehrkräfte,4,20
2012/13,11S10,Lehrkräfte,3,15
2012/13,11S12,Erzieher(innen),0,5
2012/13,11S12,Lehrkräfte,3,29
2012/13,11S12,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,40
2012/13,11Y02,Lehrkräfte,18,34
2012/13,11Y02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11Y02,Studienreferendare und Lehramtsanwärter,1,8
2012/13,11Y05,Lehrkräfte,12,37
2012/13,11Y05,Studienreferendare und Lehramtsanwärter,4,5
2012/13,11Y09,Lehrkräfte,15,54
2012/13,11Y09,Studienreferendare und Lehramtsanwärter,5,7
2012/13,11Y10,Lehrkräfte,15,30
2012/13,11Y10,Studienreferendare und Lehramtsanwärter,2,8
2012/13,11Y11,Lehrkräfte,21,40
2012/13,11Y11,Studienreferendare und Lehramtsanwärter,5,6
2012/13,12B01,Lehrkräfte,56,22
2012/13,12B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12B01,Studienreferendare und Lehramtsanwärter,1,0
2012/13,12B02,Lehrkräfte,33,77
2012/13,12B02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12B02,Studienreferendare und Lehramtsanwärter,1,9
2012/13,12B03,Lehrkräfte,43,33
2012/13,12G01,Erzieher(innen),1,11
2012/13,12G01,Lehrkräfte,0,20
2012/13,12G01,Studienreferendare und Lehramtsanwärter,0,4
2012/13,12G02,Lehrkräfte,6,22
2012/13,12G02,Studienreferendare und Lehramtsanwärter,1,1
2012/13,12G03,Erzieher(innen),0,12
2012/13,12G03,Lehrkräfte,5,26
2012/13,12G03,Studienreferendare und Lehramtsanwärter,1,1
2012/13,12G04,Erzieher(innen),3,11
2012/13,12G04,Lehrkräfte,4,25
2012/13,12G04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G05,Erzieher(innen),0,18
2012/13,12G05,Lehrkräfte,3,37
2012/13,12G05,Studienreferendare und Lehramtsanwärter,1,0
2012/13,12G06,Erzieher(innen),4,9
2012/13,12G06,Lehrkräfte,4,24
2012/13,12G06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G07,Erzieher(innen),1,23
2012/13,12G07,Lehrkräfte,4,32
2012/13,12G07,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12G09,Erzieher(innen),1,10
2012/13,12G09,Lehrkräfte,3,27
2012/13,12G09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12G10,Erzieher(innen),1,13
2012/13,12G10,Lehrkräfte,3,18
2012/13,12G10,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G11,Erzieher(innen),0,9
2012/13,12G11,Lehrkräfte,3,20
2012/13,12G12,Erzieher(innen),1,11
2012/13,12G12,Lehrkräfte,5,18
2012/13,12G12,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12G13,Erzieher(innen),1,16
2012/13,12G13,Lehrkräfte,3,32
2012/13,12G13,Studienreferendare und Lehramtsanwärter,1,2
2012/13,12G14,Erzieher(innen),0,13
2012/13,12G14,Lehrkräfte,5,21
2012/13,12G14,Studienreferendare und Lehramtsanwärter,2,0
2012/13,12G15,Erzieher(innen),0,11
2012/13,12G15,Lehrkräfte,2,16
2012/13,12G15,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12G17,Lehrkräfte,2,20
2012/13,12G18,Erzieher(innen),0,9
2012/13,12G18,Lehrkräfte,0,21
2012/13,12G18,Studienreferendare und Lehramtsanwärter,0,3
2012/13,12G19,Lehrkräfte,3,21
2012/13,12G19,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12G20,Erzieher(innen),2,11
2012/13,12G20,Lehrkräfte,5,17
2012/13,12G21,Erzieher(innen),2,10
2012/13,12G21,Lehrkräfte,4,23
2012/13,12G22,Erzieher(innen),0,10
2012/13,12G22,Lehrkräfte,5,16
2012/13,12G22,Studienreferendare und Lehramtsanwärter,1,0
2012/13,12G23,Erzieher(innen),1,10
2012/13,12G23,Lehrkräfte,10,33
2012/13,12G23,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G24,Erzieher(innen),0,12
2012/13,12G24,Lehrkräfte,5,25
2012/13,12G24,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G26,Erzieher(innen),3,15
2012/13,12G26,Lehrkräfte,4,29
2012/13,12G27,Erzieher(innen),1,13
2012/13,12G27,Lehrkräfte,2,29
2012/13,12G28,Erzieher(innen),0,8
2012/13,12G28,Lehrkräfte,1,20
2012/13,12G29,Erzieher(innen),1,9
2012/13,12G29,Lehrkräfte,3,28
2012/13,12G29,Studienreferendare und Lehramtsanwärter,1,1
2012/13,12G30,Erzieher(innen),2,12
2012/13,12G30,Lehrkräfte,4,37
2012/13,12G31,Erzieher(innen),5,18
2012/13,12G31,Lehrkräfte,2,25
2012/13,12G31,Studienreferendare und Lehramtsanwärter,1,0
2012/13,12G32,Erzieher(innen),0,15
2012/13,12G32,Lehrkräfte,4,36
2012/13,12G32,Studienreferendare und Lehramtsanwärter,1,0
2012/13,12G33,Lehrkräfte,8,29
2012/13,12G33,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12G34,Erzieher(innen),1,14
2012/13,12G34,Lehrkräfte,1,30
2012/13,12G34,Studienreferendare und Lehramtsanwärter,1,1
2012/13,12K01,Lehrkräfte,10,22
2012/13,12K01,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12K02,Erzieher(innen),2,8
2012/13,12K02,Lehrkräfte,40,88
2012/13,12K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,2
2012/13,12K02,Studienreferendare und Lehramtsanwärter,2,13
2012/13,12K03,Erzieher(innen),1,1
2012/13,12K03,Lehrkräfte,28,58
2012/13,12K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12K03,Studienreferendare und Lehramtsanwärter,4,8
2012/13,12K04,Lehrkräfte,12,38
2012/13,12K04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12K05,Lehrkräfte,11,25
2012/13,12K05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12K06,Lehrkräfte,16,23
2012/13,12K06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12K07,Lehrkräfte,21,36
2012/13,12K07,Studienreferendare und Lehramtsanwärter,2,0
2012/13,12K08,Lehrkräfte,13,24
2012/13,12K08,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12K09,Lehrkräfte,14,26
2012/13,12K09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12K10,Lehrkräfte,15,24
2012/13,12K10,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12K11,Lehrkräfte,10,19
2012/13,12K11,Studienreferendare und Lehramtsanwärter,1,3
2012/13,12S01,Erzieher(innen),0,1
2012/13,12S01,Lehrkräfte,6,13
2012/13,12S01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12S02,Erzieher(innen),1,0
2012/13,12S02,Lehrkräfte,4,16
2012/13,12S02,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12S03,Lehrkräfte,11,35
2012/13,12S03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12S04,Lehrkräfte,2,18
2012/13,12S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,10,26
2012/13,12S04,Studienreferendare und Lehramtsanwärter,0,1
2012/13,12S05,Erzieher(innen),1,1
2012/13,12S05,Lehrkräfte,4,11
2012/13,12S06,Erzieher(innen),0,14
2012/13,12S06,Lehrkräfte,9,26
2012/13,12S06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,5,29
2012/13,12S06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,12Y01,Lehrkräfte,34,48
2012/13,12Y01,Studienreferendare und Lehramtsanwärter,4,6
2012/13,12Y02,Lehrkräfte,26,79
2012/13,12Y02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12Y02,Studienreferendare und Lehramtsanwärter,1,9
2012/13,12Y03,Lehrkräfte,45,46
2012/13,12Y03,Studienreferendare und Lehramtsanwärter,10,6
2012/13,12Y04,Lehrkräfte,27,49
2012/13,12Y04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12Y04,Studienreferendare und Lehramtsanwärter,3,6
2012/13,12Y05,Lehrkräfte,30,46
2012/13,12Y05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,12Y05,Studienreferendare und Lehramtsanwärter,7,5
2012/13,12Y06,Lehrkräfte,15,24
2012/13,12Y06,Studienreferendare und Lehramtsanwärter,1,7
2012/13,12Y07,Lehrkräfte,37,58
2012/13,12Y07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,12Y07,Studienreferendare und Lehramtsanwärter,3,13
2012/13,12Y08,Erzieher(innen),0,3
2012/13,12Y08,Lehrkräfte,31,48
2012/13,12Y08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,4
2012/13,12Y08,Studienreferendare und Lehramtsanwärter,4,7
2011/12,01A04,Lehrkräfte,27,54
2011/12,01A04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01B01,Lehrkräfte,57,66
2011/12,01B01,Studienreferendare und Lehramtsanwärter,5,7
2011/12,01B02,Lehrkräfte,63,25
2011/12,01B03,Lehrkräfte,59,35
2011/12,01B03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01B03,Studienreferendare und Lehramtsanwärter,3,1
2011/12,01B04,Lehrkräfte,34,52
2011/12,01B05,Lehrkräfte,10,14
2011/12,01G01,Erzieher(innen),0,18
2011/12,01G01,Lehrkräfte,4,32
2011/12,01G01,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G02,Erzieher(innen),0,14
2011/12,01G02,Lehrkräfte,7,22
2011/12,01G04,Lehrkräfte,1,23
2011/12,01G05,Lehrkräfte,7,33
2011/12,01G07,Erzieher(innen),0,13
2011/12,01G07,Lehrkräfte,3,24
2011/12,01G07,Studienreferendare und Lehramtsanwärter,1,1
2011/12,01G08,Lehrkräfte,9,31
2011/12,01G08,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G10,Erzieher(innen),0,15
2011/12,01G10,Lehrkräfte,3,21
2011/12,01G11,Erzieher(innen),0,10
2011/12,01G11,Lehrkräfte,7,37
2011/12,01G11,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G15,Lehrkräfte,4,20
2011/12,01G15,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01G16,Erzieher(innen),2,17
2011/12,01G16,Lehrkräfte,4,28
2011/12,01G16,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G18,Erzieher(innen),3,22
2011/12,01G18,Lehrkräfte,6,24
2011/12,01G18,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G19,Erzieher(innen),1,9
2011/12,01G19,Lehrkräfte,4,18
2011/12,01G19,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01G24,Erzieher(innen),0,8
2011/12,01G24,Lehrkräfte,8,32
2011/12,01G24,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G25,Erzieher(innen),0,11
2011/12,01G25,Lehrkräfte,11,26
2011/12,01G25,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G27,Erzieher(innen),0,2
2011/12,01G27,Lehrkräfte,13,30
2011/12,01G27,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G28,Erzieher(innen),3,16
2011/12,01G28,Lehrkräfte,6,40
2011/12,01G28,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2011/12,01G28,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G29,Erzieher(innen),2,10
2011/12,01G29,Lehrkräfte,5,38
2011/12,01G31,Erzieher(innen),0,18
2011/12,01G31,Lehrkräfte,7,33
2011/12,01G31,Studienreferendare und Lehramtsanwärter,1,0
2011/12,01G32,Erzieher(innen),0,8
2011/12,01G32,Lehrkräfte,5,24
2011/12,01G32,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G35,Erzieher(innen),0,16
2011/12,01G35,Lehrkräfte,7,30
2011/12,01G35,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G36,Erzieher(innen),0,10
2011/12,01G36,Lehrkräfte,4,24
2011/12,01G36,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G37,Erzieher(innen),0,13
2011/12,01G37,Lehrkräfte,10,31
2011/12,01G37,Studienreferendare und Lehramtsanwärter,1,1
2011/12,01G38,Erzieher(innen),2,20
2011/12,01G38,Lehrkräfte,4,22
2011/12,01G38,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01G39,Erzieher(innen),2,13
2011/12,01G39,Lehrkräfte,10,26
2011/12,01G39,Studienreferendare und Lehramtsanwärter,0,3
2011/12,01G40,Erzieher(innen),1,27
2011/12,01G40,Lehrkräfte,6,32
2011/12,01G40,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01G41,Erzieher(innen),0,5
2011/12,01G41,Lehrkräfte,10,42
2011/12,01G41,Studienreferendare und Lehramtsanwärter,1,2
2011/12,01G42,Studienreferendare und Lehramtsanwärter,0,3
2011/12,01G42,Lehrkräfte,11,40
2011/12,01G43,Erzieher(innen),0,3
2011/12,01G43,Lehrkräfte,6,24
2011/12,01G44,Erzieher(innen),0,10
2011/12,01G44,Lehrkräfte,4,35
2011/12,01G44,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01G45,Lehrkräfte,10,46
2011/12,01G45,Studienreferendare und Lehramtsanwärter,0,4
2011/12,01G46,Lehrkräfte,3,15
2011/12,01G47,Erzieher(innen),0,7
2011/12,01G47,Lehrkräfte,8,30
2011/12,01G47,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01K01,Erzieher(innen),0,2
2011/12,01K01,Lehrkräfte,15,34
2011/12,01K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2011/12,01K01,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01K02,Erzieher(innen),0,1
2011/12,01K02,Lehrkräfte,20,34
2011/12,01K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2011/12,01K02,Studienreferendare und Lehramtsanwärter,1,3
2011/12,01K03,Erzieher(innen),2,6
2011/12,01K03,Lehrkräfte,35,59
2011/12,01K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,0
2011/12,01K03,Studienreferendare und Lehramtsanwärter,1,2
2011/12,01K04,Lehrkräfte,14,28
2011/12,01K04,Studienreferendare und Lehramtsanwärter,0,3
2011/12,01K05,Lehrkräfte,19,57
2011/12,01K05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01K05,Studienreferendare und Lehramtsanwärter,0,3
2011/12,01K06,Lehrkräfte,16,41
2011/12,01K06,Studienreferendare und Lehramtsanwärter,1,1
2011/12,01K07,Lehrkräfte,18,26
2011/12,01K07,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01K08,Lehrkräfte,36,63
2011/12,01K08,Studienreferendare und Lehramtsanwärter,1,2
2011/12,01K09,Lehrkräfte,14,32
2011/12,01K09,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01S01,Lehrkräfte,5,19
2011/12,01S01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01S01,Studienreferendare und Lehramtsanwärter,0,2
2011/12,01S03,Lehrkräfte,7,24
2011/12,01S03,Studienreferendare und Lehramtsanwärter,1,3
2011/12,01S05,Lehrkräfte,11,51
2011/12,01S06,Erzieher(innen),1,10
2011/12,01S06,Lehrkräfte,7,24
2011/12,01S06,Studienreferendare und Lehramtsanwärter,0,3
2011/12,01Y02,Lehrkräfte,32,34
2011/12,01Y02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01Y02,Studienreferendare und Lehramtsanwärter,3,7
2011/12,01Y04,Erzieher(innen),0,2
2011/12,01Y04,Lehrkräfte,8,8
2011/12,01Y04,Studienreferendare und Lehramtsanwärter,0,1
2011/12,01Y05,Lehrkräfte,21,58
2011/12,01Y05,Studienreferendare und Lehramtsanwärter,3,6
2011/12,01Y06,Lehrkräfte,15,37
2011/12,01Y06,Studienreferendare und Lehramtsanwärter,4,5
2011/12,01Y07,Lehrkräfte,16,42
2011/12,01Y07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01Y08,Lehrkräfte,34,44
2011/12,01Y08,Studienreferendare und Lehramtsanwärter,2,11
2011/12,01Y09,Lehrkräfte,25,32
2011/12,01Y09,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01Y09,Studienreferendare und Lehramtsanwärter,3,6
2011/12,01Y10,Lehrkräfte,17,17
2011/12,01Y11,Lehrkräfte,26,40
2011/12,01Y11,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,01Y11,Studienreferendare und Lehramtsanwärter,2,5
2011/12,02B01,Lehrkräfte,22,37
2011/12,02B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,02B01,Studienreferendare und Lehramtsanwärter,2,2
2011/12,02B02,Lehrkräfte,50,15
2011/12,02B02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02B03,Lehrkräfte,15,57
2011/12,02B03,Studienreferendare und Lehramtsanwärter,0,2
2011/12,02B04,Lehrkräfte,104,144
2011/12,02B04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,02B04,Studienreferendare und Lehramtsanwärter,3,10
2011/12,02B05,Lehrkräfte,32,84
2011/12,02B05,Studienreferendare und Lehramtsanwärter,0,2
2011/12,02G01,Erzieher(innen),1,13
2011/12,02G01,Lehrkräfte,5,18
2011/12,02G01,Studienreferendare und Lehramtsanwärter,0,4
2011/12,02G02,Erzieher(innen),3,25
2011/12,02G02,Lehrkräfte,7,37
2011/12,02G02,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G03,Erzieher(innen),1,15
2011/12,02G03,Lehrkräfte,2,25
2011/12,02G03,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G04,Erzieher(innen),0,18
2011/12,02G04,Lehrkräfte,1,27
2011/12,02G04,Studienreferendare und Lehramtsanwärter,0,2
2011/12,02G05,Erzieher(innen),0,12
2011/12,02G05,Lehrkräfte,4,22
2011/12,02G05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G07,Erzieher(innen),1,11
2011/12,02G07,Lehrkräfte,3,16
2011/12,02G07,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G08,Erzieher(innen),0,12
2011/12,02G08,Lehrkräfte,0,26
2011/12,02G09,Erzieher(innen),1,17
2011/12,02G09,Lehrkräfte,2,25
2011/12,02G09,Studienreferendare und Lehramtsanwärter,1,2
2011/12,02G10,Erzieher(innen),3,12
2011/12,02G10,Lehrkräfte,1,22
2011/12,02G10,Studienreferendare und Lehramtsanwärter,1,1
2011/12,02G11,Erzieher(innen),2,9
2011/12,02G11,Lehrkräfte,3,14
2011/12,02G11,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G12,Erzieher(innen),2,17
2011/12,02G12,Lehrkräfte,5,19
2011/12,02G12,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,02G12,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G13,Erzieher(innen),5,20
2011/12,02G13,Lehrkräfte,5,34
2011/12,02G13,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2011/12,02G13,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G14,Erzieher(innen),1,10
2011/12,02G14,Lehrkräfte,4,31
2011/12,02G14,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G15,Erzieher(innen),1,16
2011/12,02G15,Lehrkräfte,4,22
2011/12,02G16,Erzieher(innen),1,22
2011/12,02G16,Lehrkräfte,7,22
2011/12,02G18,Lehrkräfte,7,25
2011/12,02G18,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G19,Erzieher(innen),0,2
2011/12,02G19,Lehrkräfte,4,21
2011/12,02G19,Studienreferendare und Lehramtsanwärter,1,0
2011/12,02G20,Lehrkräfte,10,31
2011/12,02G20,Studienreferendare und Lehramtsanwärter,0,3
2011/12,02G21,Erzieher(innen),5,17
2011/12,02G21,Lehrkräfte,8,46
2011/12,02G21,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02G21,Studienreferendare und Lehramtsanwärter,1,4
2011/12,02G22,Erzieher(innen),0,21
2011/12,02G22,Lehrkräfte,4,29
2011/12,02G23,Lehrkräfte,6,23
2011/12,02G23,Studienreferendare und Lehramtsanwärter,0,2
2011/12,02G24,Erzieher(innen),6,13
2011/12,02G24,Lehrkräfte,7,33
2011/12,02G24,Studienreferendare und Lehramtsanwärter,2,1
2011/12,02G26,Erzieher(innen),1,8
2011/12,02G26,Lehrkräfte,6,28
2011/12,02G26,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G27,Erzieher(innen),2,23
2011/12,02G27,Lehrkräfte,8,30
2011/12,02G27,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G28,Erzieher(innen),1,15
2011/12,02G28,Lehrkräfte,7,16
2011/12,02G28,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G29,Erzieher(innen),2,20
2011/12,02G29,Lehrkräfte,6,28
2011/12,02G29,Studienreferendare und Lehramtsanwärter,1,2
2011/12,02G30,Erzieher(innen),3,2
2011/12,02G30,Lehrkräfte,4,7
2011/12,02G30,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G31,Lehrkräfte,10,27
2011/12,02G31,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G32,Lehrkräfte,2,23
2011/12,02G32,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G33,Erzieher(innen),0,19
2011/12,02G33,Lehrkräfte,6,31
2011/12,02G33,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02G34,Lehrkräfte,0,8
2011/12,02K01,Erzieher(innen),0,1
2011/12,02K01,Lehrkräfte,19,47
2011/12,02K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02K01,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02K02,Erzieher(innen),0,6
2011/12,02K02,Lehrkräfte,46,79
2011/12,02K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,2
2011/12,02K02,Studienreferendare und Lehramtsanwärter,1,7
2011/12,02K03,Erzieher(innen),2,2
2011/12,02K03,Lehrkräfte,27,39
2011/12,02K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02K03,Studienreferendare und Lehramtsanwärter,1,2
2011/12,02K04,Erzieher(innen),0,3
2011/12,02K04,Lehrkräfte,18,29
2011/12,02K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,02K04,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02K05,Lehrkräfte,6,17
2011/12,02K05,Studienreferendare und Lehramtsanwärter,1,0
2011/12,02K06,Lehrkräfte,10,16
2011/12,02K06,Studienreferendare und Lehramtsanwärter,0,4
2011/12,02K07,Lehrkräfte,7,19
2011/12,02K07,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02K08,Lehrkräfte,35,28
2011/12,02K08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,3
2011/12,02K08,Studienreferendare und Lehramtsanwärter,1,0
2011/12,02K09,Lehrkräfte,10,17
2011/12,02K09,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02K09,Studienreferendare und Lehramtsanwärter,1,1
2011/12,02K10,Lehrkräfte,18,24
2011/12,02S01,Erzieher(innen),0,16
2011/12,02S01,Lehrkräfte,5,37
2011/12,02S01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,02S01,Studienreferendare und Lehramtsanwärter,0,5
2011/12,02S02,Erzieher(innen),0,3
2011/12,02S02,Lehrkräfte,6,25
2011/12,02S02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,35
2011/12,02S02,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02S03,Erzieher(innen),1,16
2011/12,02S03,Lehrkräfte,6,31
2011/12,02S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,02S03,Studienreferendare und Lehramtsanwärter,0,5
2011/12,02S04,Erzieher(innen),0,9
2011/12,02S04,Lehrkräfte,1,22
2011/12,02S04,Studienreferendare und Lehramtsanwärter,1,2
2011/12,02S05,Lehrkräfte,6,9
2011/12,02S05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,02S06,Erzieher(innen),1,8
2011/12,02S06,Lehrkräfte,6,23
2011/12,02S06,Studienreferendare und Lehramtsanwärter,0,3
2011/12,02Y01,Lehrkräfte,22,38
2011/12,02Y01,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02Y03,Lehrkräfte,19,25
2011/12,02Y03,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02Y04,Lehrkräfte,14,27
2011/12,02Y04,Studienreferendare und Lehramtsanwärter,1,3
2011/12,02Y05,Lehrkräfte,15,52
2011/12,02Y05,Studienreferendare und Lehramtsanwärter,5,6
2011/12,02Y06,Lehrkräfte,25,42
2011/12,02Y06,Studienreferendare und Lehramtsanwärter,5,7
2011/12,02Y07,Lehrkräfte,22,27
2011/12,02Y07,Studienreferendare und Lehramtsanwärter,0,5
2011/12,02Y08,Lehrkräfte,30,23
