BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
11G08	Robinson-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10317	Wönnichstr. 7	5228089811	5228089814	Rummelsburg		1. Fremdsprache Englisch	medienbetontes Profil, gesundheitsbetontes Profil, Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Schulze	rob11g08@t-online.de	http://robinson-grundschule-berlin.de	 	0	0	0					2014/15  
11G09	Bürgermeister-Ziethen-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10315	Massower Str. 39	5251434	51062830	Friedrichsfelde		1. Fremdsprache Englisch	Umwelterziehung, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Baum	ziethen-g@t-online.de	http://www.ziethen-g.cidsnet.de	 	0	0	0					2014/15  
11G10	Schule im Ostseekarree (Grundschule)	Lichtenberg	öffentlich	Grundschule	Grundschule	13051	Barther Str. 27	92403000	92403008	Neu-Hohenschönhausen	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Lehmann	X.G.Barther.Str.27@t-online.de	http://www.schuleimostseekarree.cidsnet.de	 	0	0	0		Schulstation in Zusammenarbeit mit dem Verein für ambulante Versorgung Hohenschönhausen e. V.			2014/15  
11G11	Bernhard-Grzimek-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10319	Sewanstr. 184 	5120097	50018411	Friedrichsfelde		1. Fremdsprache Englisch	mathematisch-naturwissenschaftliches Profil, Umwelterziehung, Ganztagsschule in offener Form, Regionale Begabtengruppen am Nachmittag, jahrgangsübergreifende Lerngruppen 3-4, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Rosemeyer	grzimek_schule@t-online.de	http://www.grzimek.schule-berlin.net	 	0	0	0		Schule in Bewegung: Yoga als Unterrichtsfach in Kl. 1/2, gesunde Ernährung, Motorikförderung, Projekt "Sprache, Klang und Bewegung", Schulgarten, Klimaschule Sinus-Modellversuch, Transkigs ETEP			2014/15  
11G12	Lew-Tolstoi-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10318	Römerweg 120	5090147	50898373	Karlshorst	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatliche Europa-Schule Berlin Deutsch/Russisch	Fr. Bleil	Sek.Lew-Tolstoi-G@t-online.de	http://www.lew-tolstoi-g.cidsnet.de	 	0	0	0					2014/15  
11G13	Karlshorster Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10318	Lisztstr. 6	5090011	50898509	Karlshorst	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	gesundheitsbetontes Profil, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Marzian	Sekr.KarlshorsterG@t-online.de	http://www.karlshorster-grundschule.de	 	0	0	0		Musikalische Früherziehung, Teilnahme am Landesprogramm "Gute gesunde Schule"			2014/15  
11G14	Richard-Wagner-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10318	Ehrenfelsstr. 36	5099078	50014712	Karlshorst	rollstuhlgerechtes WC	1. Fremdsprache Englisch	musikbetontes Profil, Ganztagsschule in offener Form, Hochbegabtenförderung, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Wolff	info@wagner.cidsnet.de	http://www.wagner.cidsnet.de	 	0	0	0					2014/15  
11G15	Paul-und-Charlotte-Kniese-Schule	Lichtenberg	öffentlich	Grundschule	Grundschule	10319	Erich-Kurz-Str. 6-10	51659714	51659716	Friedrichsfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Danicke	sekretariat@kniese-schule-berlin.de	http://www.kniese-schule-berlin.de	 	0	0	0		Kooperative Schule (11S04), Einzelintegration			2014/15  
11G16	Schule an der Victoriastadt	Lichtenberg	öffentlich	Grundschule	Grundschule	10317	Nöldnerstr. 44	5107047	5107048	Rummelsburg		Fremdsprache ab Klasse 1 Englisch	Schulstation, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Otto	schadvic@t-online.de	http://www.schule-an-der-victoriastadt.cidsnet.de	 	0	0	0		Kooperative Schule (11S01), Integration von Schülern mit sonderpäd. Förderbedarf			2014/15  
11G17	Brodowin-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	13055	Liebenwalder Str. 22	9864058	98317794	Alt-Hohenschönhausen	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, umweltbetontes Profil	Hr. Kaiser	brodowinschule@t-online.de	http://www.brodowinschule.de	Offener Ganztagsbetrieb	0	0	0		Pausenfrischmilch im Mehrwegsystem			2014/15  
11G18	Grundschule am Wilhelmsberg	Lichtenberg	öffentlich	Grundschule	Grundschule	13055	Sandinostr. 8	9711566	97605323	Alt-Hohenschönhausen	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Fr. Greiner	Wilhelmsberg@t-online.de	http://www.wilhelmsberg.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Computerlehrgang ab Klasse 3; Konfliktlotsen;  Zusammenarbeit mit Musikschulen und Sportvereinen u.v.m.			2014/15  
11G19	Obersee-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	13053	Roedernstr. 69-72	9865038	97895263	Alt-Hohenschönhausen	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Hoffmann	Obersee-Grundschule@t-online.de	http://www.obersee-schule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
11G21	Schule Am Faulen See	Lichtenberg	öffentlich	Grundschule	Grundschule	13053	Degnerstr. 71	9830610	98306199	Alt-Hohenschönhausen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, sportbetontes Profil	Fr. Kenzler	schule-am-faulen-see@gmx.de	http://www.schule-am-faulen-see.schule-berlin.net	Offener Ganztagsbetrieb	0	0	0					2014/15  
11G22	Martin-Niemöller-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	13053	Am Breiten Luch 5	9294089	9295169	Neu-Hohenschönhausen		1. Fremdsprache Englisch	Lerngruppen für Lese-Rechtschreibschwierigkeiten, Rahmenlehrplan der Grundschule, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Umwelterziehung, veränderte Formen der Leistungsbeurteilung	Fr. Rümpel	MN11G22@t-online.de	http://www.niemoeller-gs.cidsnet.de/conpresso4	 	0	0	0		Klassen für Kinder mit Lese- und Rechtschreibschwierigkeiten  (Pulsklassen); Modellschule für "Pädagogische Schulentwicklung" (PSE)			2014/15  
11G23	Friedrichsfelder Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	10315	Lincolnstr. 67	5251639	52279493	Friedrichsfelde	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Radtke	Sekretariat11G23@t-online.de	http://www.friedrichsfelder.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Profilierung mit besonderem Aspekt in der Arbeit mit Kindern, die Teilleistungsschwächen besitzen; Wassergewöhnung Kl. 1. u. 2, Psychomotorik, Ergotherapie, Fördermaßn. f. Kinder mit LRS			2014/15  
11G25	Grundschule am Wäldchen	Lichtenberg	öffentlich	Grundschule	Grundschule	13051	Wustrower Str. 28	92403080	924030837	Neu-Hohenschönhausen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation	Fr. Wiese	Grundschule-am-Waeldchen@t-online.de	http://www.schule-am-waeldchen.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
11G26	Randow-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	13057	Randowstr. 45	96066800	96066802	Neu-Hohenschönhausen	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Wegerich	Randow-Grundschule@t-online.de	http://www.randow-schule.de	Offener Ganztagsbetrieb	0	0	0		Schulprogramm: Bewegte Schule			2014/15  
11G28	Feldmark-Schule (Grundschule)	Lichtenberg	öffentlich	Grundschule	Grundschule	13057	Wartiner Str. 23	92403710	92403712	Neu-Hohenschönhausen	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	sportbetontes Profil, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Körnig	Feldmark_Grundschule@t-online.de	http://www.Feldmark-Schule.de	 	0	0	0					2014/15  
11G29	Matibi-Grundschule	Lichtenberg	öffentlich	Grundschule	Grundschule	13059	Prendener Str. 15	9627640	96276419	Neu-Hohenschönhausen	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Willöper	sekretariat-11G29@t-online.de	http://www.matibi-grundschule.de	 	0	0	0					2014/15  
11K01	Alexander-Puschkin-Schule	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10315	Massower Str. 37	5251429	5251390	Friedrichsfelde		1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Latein, 2. Fremdsprache Russisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Russisch	Ganztagsschule in teilgebundener Form, medienbetontes Profil, sprachbetontes Profil	Fr. Orlamünder	mail@puschkinschule.eu	http://www.puschkinschule.eu	Teilgebundener Ganztagsbetrieb	0	0	0	Betriebspraktika; Werpädagogische Lerngruppen; Betriebserkundungen; Bewerbungstraining; Schnupperpraktika	Titel "Schule ohne Rassismus - Schule mit Courage"; Einrichtung einer Notebook-Klasse in der Jahrgangsstufe 7 ab dem Schuljahr 2011/2012			2014/15  
11K02	Mildred-Harnack-Schule	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10365	Schulze-Boysen-Str. 12	5594105	55493344	Lichtenberg		3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S2 Englisch/Latein, S4 Englisch/Spanisch	bilinguale Angebote Deutsch/Englisch, Ganztagsschule in teilgebundener Form, Staatliche Europa-Schule Berlin Deutsch/Russisch	Hr. Schmidt	mho-empfang@t-online.de	http://www.mildredharnack.cidsnet.de	Teilgebundener Ganztagsbetrieb	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining	Neben den Regelklassen werden in der Sekundarstufe I spezielle Klassen, die sich aus den Europagrundschulen (deutsch / russischer Standort) zusammensetzen, bilingual unterrichtet. Die Fächer Biologie, Musik, Erdkunde und Geschichte werden dort in russischer Sprache erteilt und in der Sekundarstufe II weitergeführt.		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Geschichte, Mathematik, Physik, Russisch	2014/15  
11K04	Gutenberg-Schule	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13055	Sandinostr. 10	9711565	97895856	Alt-Hohenschönhausen		3. Fremdsprache Französisch, 3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein, S3 Englisch/Russisch, S4 Englisch/Spanisch	Ganztagsschule in offener Form, mathematisch-naturwissenschaftliches Profil, sprachbetontes Profil, theaterbetontes Profil, UNESCO-Projekte	Hr. Bethke	Sekretariat-gbOS@t-online.de	http://www.gutenberg-os.de	Offener Ganztagsbetrieb	0	0	1	Betriebserkundungen; Betriebspraktika; Bewerbungstraining; Assessment-Center	Teamer-Projekt hat sich die Unterstützung der Schüler der 7. Klassen zum Ziel gesetzt und hilft ihnen, sich auf der Oberschule zurecht zufinden		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Mathematik	2014/15  
11K05	Fritz-Reuter-Schule	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13059	Prendener Str. 29	9627630	96276344	Neu-Hohenschönhausen	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Russisch, S1 Englisch/Französisch, S2 Englisch/Latein, S3 Englisch/Russisch	bilinguale Angebote Deutsch/Englisch, Ganztagsschule in teilgebundener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Hr. Geßler	fritz@fritz-reuter-oberschule.de	http://www.Fritz-Reuter-Oberschule.de	Teilgebundener Ganztagsbetrieb	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schülerfirmen; Assessment-Center	Alternativ zu einer zweiten Fremdsprache können im 7. Jahrgang Arbeitslehre, Kunst, Musik, Naturwissenschaften und weitere Fächer in Abhängigkeit von der Nachfrage gewählt werden. Im 9. Jahrgang wählen alle Schüler/innen zusätzlich ein zweites Wahlpflichtfach aus einem größeren Angebot wie z.B. Fremdsprachen, Informatik, Darstellendes Spiel, Arbeitslehre, Kunst, Musik, Sport, Biologie, Chemie, Physik und mehr.		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Mathematik, Physik, Politische Weltkunde	2014/15  
11K06	Schule am Rathaus	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10367	Rathausstr. 8	5597668	55151000	Lichtenberg	rollstuhlgerechtes WC	1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in teilgebundener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Jäger	OberschuleamRathaus@t-online.de	http://www.rathaus.schule-berlin.net	Teilgebundener Ganztagsbetrieb	0	0	0	Betriebserkundungen; Schnupperpraktika; Betriebspraktika; Bewerbungstraining; Assessment-Center; Produktives Lernen; Schülerfirmen				2014/15  
11K07	Vincent-van-Gogh-Schule (Integrierte Sekundarschule)	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13051	Wustrower Str. 26	92403020	92403029	Neu-Hohenschönhausen		1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Russisch, 2. Fremdsprache Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Russisch, 3. Fremdsprache Spanisch	Ganztagsschule in teilgebundener Form	Hr. Mutschischk	vincent-van-gogh@t-online.de	http://www.vincent-van-gogh.cidsnet.de	Teilgebundener Ganztagsbetrieb	0	0	0	Betriebspraktikum				2014/15  
11K08	George-Orwell-Schule	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10319	Sewanstr. 223	5125027	51099468	Friedrichsfelde		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in teilgebundener Form	Fr. Wolter-Möhring	info@george-orwell-oberschule.de	http://www.george-orwell-oberschule.de	Teilgebundener Ganztagsbetrieb	0	0	0	Betriebserkundungen; Betriebspraktika; Bewerbungstraining; Tag der Berufsorientierung				2014/15  
11K09	Philipp-Reis-Schule (Integrierte Sekundarschule)	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13055	Werneuchener Str. 15	97104911	97104913	Alt-Hohenschönhausen	rollstuhlgerechtes WC	1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in teilgebundener Form	Hr. Härtel	info@philipp-reis-oberschule.de	http://www.philipp-reis-oberschule.de	Teilgebundener Ganztagsbetrieb	0	0	0	'Betriebserkundungen; Schnupperpraktika; Betriebspraktika; 
Bewerbungstraining; Schülerfirmen; Tag der Berufsausbildung'	Modellschule im Projekt Pädagogische Schulentwicklung (PSE)			2014/15  
11K10	Grüner Campus Malchow (Gemeinschaftsschule)	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13051	Malchower Chaussee 2	96248595	96248596	Malchow	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Russisch, 3. Fremdsprache Spanisch	Umwelterziehung, Ganztagsschule in teilgebundener Form, Pilotphase der Gemeinschaftsschule, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Hr. Barthl	schulleiter@gruener-campus-malchow.de	http://www.gruener-campus-malchow.de/	 	0	1	0	 	Tierstation-Umweltlehreunterricht, Begabtenförderung, Komplexunterricht in Kl. 5/6, Diverse Projekte			2014/15  
11K11	Paul-Schmidt-Schule (Integrierte Sekundarschule)	Lichtenberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13053	Malchower Weg 54	9864885	97999927	Alt-Hohenschönhausen		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Besondere Organisationsform des Dualen Lernens: Produktives Lernen, Ganztagsschule in teilgebundener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Hr. Gösch	info@paul-schmidt-schule.de	http://www.paul-schmidt-schule.de/	Teilgebundener Ganztagsbetrieb	0	0	0	 	 			2014/15  
11P01	Katholische Schule Sankt Mauritius (Grundschule)	Lichtenberg	privat	Grundschule	Grundschule	10365	Schulze-Boysen-Str. 28	55151821	55151827	Lichtenberg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule	Hr. Souvageol	st-mauritius-grundschule@t-online.de	http://www.st-mauritius-grundschule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
11P02	bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsschule	10318	Rheinpfalzallee 82	50929403	50929299	Karlshorst	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Wirtschaft und Verwaltung, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Hr. Kotyrba	schulsekretariat@bbw-berufliche-schulen.de	http://www.bbw-berufliche Schulen.de	 	0	0	0		Kaufmann/-frau im Einzelhandel sowie Groß- u. Außenhandel; Verkäufer/in			2014/15  
11P02	bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10318	Rheinpfalzallee 82	50929403	50929299	Karlshorst	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule, Wirtschaft und Verwaltung	Hr. Kotyrba	schulsekretariat@bbw-berufliche-schulen.de	http://www.bbw-berufliche Schulen.de	 	0	0	0		3-jährige vollschulische Ausbildung zum/-zur Kaufmann/-frau für Bürokommunikation; Kaufmann/-frau für Groß- u. Außenhandel; IT-System-Kaufmann; Bürokaufmann			2014/15  
11P02	bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachoberschule	10318	Rheinpfalzallee 82	50929403	50929299	Karlshorst	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule, Wirtschaft und Verwaltung	Hr. Kotyrba	schulsekretariat@bbw-berufliche-schulen.de	http://www.bbw-berufliche Schulen.de	 	0	0	0		1-jährig in den Fachrichtungen Wirtschaft und Verwaltung sowie Gesundheit und Soziales			2014/15  
11P02	bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachschule	10318	Rheinpfalzallee 82	50929403	50929299	Karlshorst	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	genehmigte Ersatzschule, Sozialwesen	Hr. Kotyrba	schulsekretariat@bbw-berufliche-schulen.de	http://www.bbw-berufliche Schulen.de	 	0	0	0	 	für Sozialpädagogik zur Ausbildung von Erzieherinnen/Erzieher			2014/15  
11P03	Evangelische Schule Lichtenberg (Grundschule)	Lichtenberg	privat	Grundschule	Grundschule	10315	Rummelsburger Str. 3	54718014	54718110	Friedrichsfelde	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, genehmigte Ersatzschule, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule	Fr. Sommerfeldt	info@ev-schule-lichtenberg.de	http://www.ev-schule-lichtenberg.de	Gebundener Ganztagsbetrieb	0	0	0					2014/15  
11P04	KreativitätsGrundschule Berlin-Lichtenberg	Lichtenberg	privat	Grundschule	Grundschule	10318	Ehrlichstr. 63	34665524	34665527	Karlshorst	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Fremdsprache ab Klasse 1 Englisch, Fremdsprache ab Klasse 1 Arabisch, Fremdsprache ab Klasse 1 Chinesisch, Französisch	Ganztagsschule in offener Form, Hochbegabtenförderung, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation, Staatlich anerkannte Ersatzschule	Fr. Richter	schule-karlshorst@krea-schulzentrum.de	http://www.krea-schulzentrum.de	 	0	0	0					2014/15  
11P06	D&B Dienstleistung & Bildung gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsschule	10365	Frankfurter Allee 202	9860090	9818502	Lichtenberg		Englisch	genehmigte Ersatzschule, Körperpflege, Staatlich anerkannte Ersatzschule	Fr. Pfaffe, Fr. Rebel, Fr. Pinzke	post@dub-berlin.de	http://www.dub-berlin.de	 	0	0	0		für Körperpflege -Friseur/in; Kosmetik (staatl. Anerkannte Ersatzschule)			2014/15  
11P06	D&B Dienstleistung & Bildung gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10365	Frankfurter Allee 202	9860090	9818502	Lichtenberg		Englisch	genehmigte Ersatzschule, Körperpflege, Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Pfaffe, Fr. Rebel, Fr. Pinzke	post@dub-berlin.de	http://www.dub-berlin.de	 	0	0	0		für Altenpflege (3-jährig); Sozialassistent/in (2-jährig) (staatl. anerkannte Ersatzschule); NEU ab 01.08.2014 Fachangestellte/r für Wellness und Beauty (genehmigte Ersatzschule)			2014/15  
11P06	D&B Dienstleistung & Bildung gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachschule	10365	Frankfurter Allee 202	9860090	9818502	Lichtenberg			genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Pfaffe, Fr. Rebel, Fr. Pinzke	post@dub-berlin.de	http://www.dub-berlin.de	 	0	0	0		für Sozialpädagogik - Ausbildung von Erzieherinnen und Erziehern (staatl. anerkannte Ersatzschule))			2014/15  
11P08	ESB mediencollege Berlin gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10367	Möllendorffstr. 54	44737135	44737136	Fennpfuhl		Englisch	genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule	Fr. Kunert	office@mediencollege-berlin.de	http://www.mediencollege-berlin.de	 	0	0	0		für Grafikdesign; für Textiltechnik und Bekleidung-Schwerpunkt Modenäher/-in, Modeschneider/-in (2 bis 3-jährig) (genehmigte Ersatzschule)			2014/15  
11P08	ESB mediencollege Berlin gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachoberschule	10367	Möllendorffstr. 54	44737135	44737136	Fennpfuhl		Englisch	Druck- und Medientechnik, genehmigte Ersatzschule	Fr. Kunert	office@mediencollege-berlin.de	http://www.mediencollege-berlin.de	 	0	0	0		Fachrichtung Gestaltung (1 u. 2-jährig)			2014/15  
11P09	KreativitätsGymnasium Berlin Lichtenberg	Lichtenberg	privat	Gymnasium	Gymnasien	10365	Rüdigerstr. 76	22196630	22505237	Lichtenberg	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Spanisch, S1 Englisch/Französisch	Ganztagsschule in gebundener Form, kunstbetontes Profil, sportbetontes Profil, Staatlich anerkannte Ersatzschule	Fr. Lau	gymnasium-lichtenberg@krea-schulzentrum.de	http://www.krea-schulzentrum.de	Gebundener Ganztagsbetrieb	0	0	0		Das KreativitätsGymnasium bietet wahlweise eine ganzheitlich angelegte Sportförderung derzeit im Bereich Fußball.			2014/15  
11P14	Schulen der BAWI GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10369	Franz-Jacob-Str. 2	27593888	27593889	Fennpfuhl			Sozialwesen, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Dr. Balci, Fr. Prof. Dr. Schießl	berlin@bawi-bernau.de	http://www.bawi-bernau.de	 	0	0	0	 	für Sozialassistenz - Bildungsgang: staatlich geprüfte/r Sozialassistent/in;  für Altenpflege - Vollzeitausbildung, 4-jährige Teilzeitausbildung ab 01.10.2015			2014/15  
